"query_id","blinded_candidate_id","query_text","query_language","business_context","mandatory_filters","candidate_project_title","client","country","period","sector","offering","technologies","evidence_passage_1","evidence_source_1","evidence_page_1","evidence_passage_2","evidence_source_2","evidence_page_2","evidence_language","reviewer_1_relevance","reviewer_1_confidence","reviewer_1_notes","reviewer_2_relevance","reviewer_2_confidence","reviewer_2_notes","adjudicated_relevance","adjudicator_notes"
"DEV-030","DEV-030-C21","A fashion retailer wants store merchandising, garment sourcing, seasonal collection design and inventory planning.","en","Fashion retail.","{}","Plan de Continuité d’Activité| Cadrage Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informati…","Société Tunisienne de Banque STB","Tunisie","2017","Banque","PCA/PCI","","mission d'étude et de mise en place d’un Plan de Continuité d'Activité et ce conformément aux conditions décrites au cahier des charges de l'appel d'offres STB réf. 16/2017 et de l'offre de la société DEVOTEAM.…","Contrat PCA STB 2017.pdf","2","Fait à Tunis, le : A b.7.04 todd Pour La société DEVOTEAM Sais ss oJ | Le délégataire Le Directeur Général Adjoint M. TAREK AKROUT Contrat de marché « Mission d'étude et de mise en place d’un Plan de Continuité d'Activité » Page : 14/14","Contrat PCA STB 2017.pdf","3","fr","","","","","","","",""
"DEV-030","DEV-030-C22","A fashion retailer wants store merchandising, garment sourcing, seasonal collection design and inventory planning.","en","Fashion retail.","{}","Elaboration SDSI 2023 - 2025 Phase 1 : Etat des lieux et Diagnostic de l’existant • Dresser un état des lieux de l’existant (process métier, patrimoine applicatif, infrastructure, gouvernance et organisation It, etc..…","Sonede","Tunisie","2021","Entreprise Pub","SDSI","Cloud; COBIT; ITIL; Network","soit sans le consentement écrit de la SONEDE. ARTICLE 13 : NOMBRE D’EXEMPLAIRES ET LIEU DE LIVRAISON Les rapports de la mission seront livrés au site Montfleury de la SONEDE à la Direction Centrale de l'Informatique en un (01) exemplaire sur papier et un (01) exemplaire Sur support numérique en format éditable. ARTICLE 14 : MONTANT DU MARCHE Le montant total des prestations hors taxes est 77 400,000 Dinars (soixante dix sept mille quatre cent dinars) Le montant de la TVA est [MONETARY_AMOUNT] (dix mille soixante deux dinars).…","SONEDE SDSI  (2).pdf","9","La durée de réalisation de la mission est fixée à quatre-vingt dix (90) jours ouvrables (sans tenir en compte du nombre d'intervenants par jour) hors délais de validation des différents livrables. Ce délai commence à courir à compter de la date de notification de l’ordre de service de démarrage de la mission.…","SONEDE SDSI  (2).pdf","3","fr","","","","","","","",""
"DEV-030","DEV-030-C23","A fashion retailer wants store merchandising, garment sourcing, seasonal collection design and inventory planning.","en","Fashion retail.","{}","Etude pour la mise en place d’un cloud national • Elaboration et la conception d’une architecture dont l’objectif principal est la mutualisation des ressources nationales • Définir un modèle organisationnel, organisat…","Ministère des TIC","Tunisie","2018","Entreprise Pub","Etudes","Cloud","majeure. La durée prévue pour l'exécution du présent marché sera interrompu par le nombre de jours de la persistance de cas de force majeure (un ordre de service de suspension des délais matérialisera cette suspension). Article 20: Règlements de litiges En cas de litiges sur l'interprétation ou l'exécution des prestations objet de cette prestation et à défaut de règlement à l'amiable, seuls les tribunaux de Tunis seront compétents.…","Cloud National.pdf","2","de plein droit la résiliation du contrat du marché. Toutefois, si les héritiers, les créanciers ou le liquidateur du titulaire du marché proposent dans un délai de sept (07) jours qui suivent l'événement, de continuer, dans les mêmes conditions l'exécution du marché, ils peuvent être agrées par le Ministère. Article 19: Force majeure Au cas où l'accomplissement des prestations serait en partie ou en totalité entravé par un cas de force majeure, le titulaire du marché devra avertir le Ministère dans un délai de (10) dix jours, par lettre recommandée, du commencement et de la cessation de la force majeure, ainsi que des conséquences probables.…","Cloud National.pdf","2","fr","","","","","","","",""
"DEV-030","DEV-030-C24","A fashion retailer wants store merchandising, garment sourcing, seasonal collection design and inventory planning.","en","Fashion retail.","{}","SUNU (mise en place d’un service managé par Devoteam pour la gestion de « L’INFRASTRUCTURE SUNU CLOUD SUR AZURE)","SUNU Assurance","Côte d’Ivoire","","Assurance","Cloud","API management; Cloud; Network","sont plafonnés aux sommes effectivement perçues et à percevoir par le Fournisseur, au titre de la réalisation de la mission.

ARTICLE 6 : PERIMETRE D’INTERVENTION Le périmètre d’intervention du groupement DEVOTEAM – SRI est décrit dans le tableau ci-dessous.","Contrat SUNU Migration AZURE SUNU-Assurances-2020-08.pdf","3","ARTICLE 1 : OBJET Le contrat porte sur une mission de mise en place d’une infrastructure Cloud. L’objectif sera donc d’accompagner le groupe","Contrat SUNU Migration AZURE SUNU-Assurances-2020-08.pdf","2","fr","","","","","","","",""
"DEV-030","DEV-030-C25","A fashion retailer wants store merchandising, garment sourcing, seasonal collection design and inventory planning.","en","Fashion retail.","{}","Choix d'un consultant pour l'étude, l'assistance, l'accompagnement , et le suivi dans le cadre du projet ayant pour objet : Acquisition , l'instalation, la configuration et la mise en exploitation d'une API GATEWAY Ph…","Banque Tunisienne de Solidarité (BTS)","Tunisie","2022","Banque","AMOA","API management; Cloud; Network","soit sans le consentement écrit de la SONEDE. ARTICLE 13 : NOMBRE D’EXEMPLAIRES ET LIEU DE LIVRAISON Les rapports de la mission seront livrés au site Montfleury de la SONEDE à la Direction Centrale de l'Informatique en un (01) exemplaire sur papier et un (01) exemplaire Sur support numérique en format éditable. ARTICLE 14 : MONTANT DU MARCHE Le montant total des prestations hors taxes est 77 400,000 Dinars (soixante dix sept mille quatre cent dinars) Le montant de la TVA est [MONETARY_AMOUNT] (dix mille soixante deux dinars).…","SONEDE SDSI  (2).pdf","9","La durée de réalisation de la mission est fixée à quatre-vingt dix (90) jours ouvrables (sans tenir en compte du nombre d'intervenants par jour) hors délais de validation des différents livrables. Ce délai commence à courir à compter de la date de notification de l’ordre de service de démarrage de la mission.…","SONEDE SDSI  (2).pdf","3","fr","","","","","","","",""
"DEV-031","DEV-031-C01","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Opérationnalisation du PCA de la BCT Phase 1 : Mise en place du PCA • Réalisation des ateliers pour les procédures métiers • Réalisation des ateliers pour les procédures de secours informatique (5 applications critiqu…","Banque centrale de Tunisie","Tunisie","2022","Banque","PCA/PCI","","attestons par la présente que le Cabinet DEVOTEAM a réalisé le projet d’Opérationnalisation du Plan de Continuité d’ Activité (PCA) de la Banque Centrale de Tunisie. Le projet a été piloté par Mr. Slim CHENCHAH.…","Opérationnalisation du PCA de la BCT.pdf","1","Cette attestation est délivrée à DEVOTEAM pour faire valoir et servir ce que de droit. Le Directeur Général VAS rey des Services Commjns, Ju 0 d EL A RI \","Opérationnalisation du PCA de la BCT.pdf","1","fr","","","","","","","",""
"DEV-031","DEV-031-C02","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Accompagnement pour la mise en œuvre du projet «Centre de Service IT » inspirée du modèle ITIL Analyse, pour le support et les services IT, des processus existants, des besoins, de l’organisation, des ressources et de…","CNTE","Tunisie","2018","Adm. Pub","AMOA","ITIL","solution et de l'implémentation des processus et des SLA e Phase 4: Une phase d'assistance à la maîtrise d'ouvrage pour l'implémentation de l'organisation cible et la solution informatique associée ARTICLE 2 : LIVRABLES Le planning du projet Le Plan Assurance Qualité La documentation de référence L’analyse des processus existants Les processus cibles de support et services IT Le dimensionnement des ressources des différents niveaux de support L’ organisation cible du support et services IT, notamment du « centre de services » La trajectoire de la situation actuelle a la situation cible des services et des supports IT Les cahiers des charges des solutions informatiques à mettre en place.…","Contrat CNTE (4).pdf","1","D'autre part, IL À ETE ARRETE ET CONVENU CE QUI SUIT: ARTICLE 1 : MISSION ET OBJET DE CONTRAT La mission demandée consiste à mettre en œuvre le projet « Centre de services IT » inspirée du modèle ITIL, selon l'offre technique de la société DEVOTEAM et la méthodologie de travail suivante : e Phase 1: Une phase d’analyse, pour le support et les services IT, des processus existants, des besoins, de l’organisation, des ressources, et des moyens à mettre en œuvre e Phase 2 : Une phase d'étude des solutions fonctionnelles et organisationnelles pour la mise en place du centre de services accompagnée de la définition du catalogue des services, des processus et des SLA e Phase 3 : Une phase…","Contrat CNTE (4).pdf","1","fr","","","","","","","",""
"DEV-031","DEV-031-C03","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Développement d’un schéma opérationnel pour le développement des technologies de l’information et de communication au sein du ministère des affaires locales et de l’environnement  Analyse du SI existant  Contributio…","Ministère de l'Environnement et des affaires locales Tunisie","Tunisie","2021–2022","Adm. Pub","SDSI","","atteste par la présente que la société Devoteam a réalisé pour notre compte une étude pour l'élaboration d’un schéma opérationnel pour le développement des technologies de l'information et de communication au sein du ministère de l’environnement L'équipe Devoteam ayant participé à ces travaux est constituée de : e Slim Chenchah : Chef de projet e Zied Ben Youssef : Expert IT e Sarra Jmayai : Consultante Senior e Mehdi Rokbani : Consultant SI e Raoudha Blili : Consultant SI e Mohamed Amine Aissaoui : Consultant SI Il y a lieu de signaler que les prestations ont été fournies conformément aux normes et régles de l'art et ont donné, a cejour, pleine satisfaction.","Attestation Min Environnement.pdf","1","","","","fr","","","","","","","",""
"DEV-031","DEV-031-C04","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Projet : Élaboration d’un manuel de procédures techniques • Diagnostic de l’existant • Formulation des procédures existantes • Elaboration des nouvelles procédures • Finalisation des procédures","SIBTEL","Tunisie","2020","Régie Financière","AMOA","Network","ARTICLE 2 : Consistance des prestations La Société confie au Prestataire qui accepte les missions suivantes :
1. Diagnostic de l'existant : Le diagnostic qui repose sur l'analyse et la critique de l'existant de la Société, doit faire apparaître les points forts et les points faibles des domaines objet de l'étude et formuler les recommandations et améliorations à introduire par domaine: Exploitation, systèmes et base de données, réseaux, sécurité, Swift et services mutualisés, hébergement, audit interne, etc I sera clôturé par la remise, à la Société, d'un rappon de diagnostic pour le lot N°2 « Elaboration du manuel de procédures techniques de la SIBTEL ».
2.…","Contrat SIBTEL Procedures techique 2020 (1) (1).pdf","1","٠ SIBTEL PVO AM remise de la communication. ARTICLE 23 : Durée d’exécution-planning-coordination
1. Durée du marché : Le Marché prend effet à compter de sa notification et se terminera à la complète réalisation des prestations décrites dans l’article 2 du présent contrat. Toute modification relative à cette durée, et notamment son prolongement, sera constatée par voie d'avenant.…","Contrat SIBTEL Procedures techique 2020 (1) (1).pdf","2","fr","","","","","","","",""
"DEV-031","DEV-031-C05","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Etude pour la mise en place d’un cloud national • Elaboration et la conception d’une architecture dont l’objectif principal est la mutualisation des ressources nationales • Définir un modèle organisationnel, organisat…","Ministère des TIC","Tunisie","2018","Entreprise Pub","Etudes","Cloud","majeure. La durée prévue pour l'exécution du présent marché sera interrompu par le nombre de jours de la persistance de cas de force majeure (un ordre de service de suspension des délais matérialisera cette suspension). Article 20: Règlements de litiges En cas de litiges sur l'interprétation ou l'exécution des prestations objet de cette prestation et à défaut de règlement à l'amiable, seuls les tribunaux de Tunis seront compétents.…","Cloud National.pdf","2","de plein droit la résiliation du contrat du marché. Toutefois, si les héritiers, les créanciers ou le liquidateur du titulaire du marché proposent dans un délai de sept (07) jours qui suivent l'événement, de continuer, dans les mêmes conditions l'exécution du marché, ils peuvent être agrées par le Ministère. Article 19: Force majeure Au cas où l'accomplissement des prestations serait en partie ou en totalité entravé par un cas de force majeure, le titulaire du marché devra avertir le Ministère dans un délai de (10) dix jours, par lettre recommandée, du commencement et de la cessation de la force majeure, ainsi que des conséquences probables.…","Cloud National.pdf","2","fr","","","","","","","",""
"DEV-031","DEV-031-C06","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Gestion des projets pour des projets de transformation digitale mis en œuvre par la GIZ PHASE 1 : DIAGNOSTIC DE L’EXISTANT - Rapport d’analyse des nouveaux besoins des métiers - Rapport de consolidation des demandes d…","Banque centrale de Tunisie","Tunisie","2022","Banque","PMO","Digital identity","> . H Drnse Le 0 الإو سي اس 012 2 وتان ممصم 208 012 EE. LA Pégiss pénérsies applicabics à ها feurntture de prestations LR] Oren applenbte Les cnncitors generates ¢ موسوكاة ou de paument du contactant na nont pee applicabies. Le drot appécatée au coréret eut le Gon afernarct, 12 Ferme éerte even ot cane signature Set Gepositore contraires den pertes eu contrat et à moins que des preaciptions Mynies ne prévowrt une tome plus ovicte, les mocalOrS cy evenants au contrat ain) que tases tes communications inportaries.…","contrat GIZ-AMOA 83400520  (1).pdf","23","lecunt. pur tn ries on carro dp menures Saltanustion 010 aupraaëment ولحو comme serrate an sondidentels. Le confractent n'en pes sutosiet à dvukguer à dow Clmirement mputables d'éviter ov de امساح ina rémdints négetts non intentonnets sur fernironnarnant ها bars das documents at réeutiats de revel de Quelque rates que ce set, an particulier dus rapports, 6 more protection du cimet fadupiatan au changement ciratiqus, les droùs hurnairs, ine contentns fragies ou us هذ GIZ re bel ot préutattemant sgrifé eon socord sas forme éomte simple. Le cormrantiantictiont de ها 002 = MmerQues per les contits of le violence, et l'agaité de genre.…","contrat GIZ-AMOA 83400520  (1).pdf","23","mixed","","","","","","","",""
"DEV-031","DEV-031-C07","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Assistance à maitrise d’ouvrage pour la mise en place d’une plateforme numérique pour la gestion des services fournis par l’OTDAV Compréhension du contexte et analyse des besoins  Analyse et conception de la charte (…","OTDAV","Tunisie","2022","Adm. Pub","AMOA","","atteste par la présente que la société DEVOTEAM est en train d’assurer pour le compte de l’organisme tunisien des droits d'auteur et des droits voisins (OTDAV) une Mission de mise en place d’une plateforme numérique pour la gestion des services fournis par l’OTDAV Rôle de Devoteam :

Compréhension du contexte et analyse des besoins

Analyse et conception de la charte (Espace Grand public)

Intégration de la charte graphique

Développement du Système de Gestion de contenu

Développement des différents modules (adhésion, renouvellement de dépôt, autorisation pour les exploitants, complémentaire ...)

Rédaction des différents documents techniques, fonctionnels et de formation Démarche : Etape…","Attestation de référence OTDAV mise en place .pdf","1","Ce projet a été piloté par : Sarra Jmayai Il y’a lieu de signaler que les prestations de ladite société ont été réalisées conformément aux normes et règles de l’art et ont donné, à ce jour, pleine satisfaction. Cette attestation est délivrée à l’intéressé pour servir et valoir ce que de droit.","Attestation de référence OTDAV mise en place .pdf","2","fr","","","","","","","",""
"DEV-031","DEV-031-C08","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Préparation de la digitalisation de la Direction de la Pharmacie et du Médicament au ministère de la santé (la DPM) et l’élaboration du cahier des charges de son nouveau système d’information » • Comprendre le fonctio…","Direction de la Pharmacie et du Médicament au ministère de la santé (la DPM)","Tunisie","2022","Industrie","AMOA","ERP","calculations, assumptions, interpretations of regulations, sources of information, and other raw data required in the performance of this Contract. The Contractor shall provide any nonproprietary information contained in its working files upon request of the CIPE Contact Representative.…","contrat cipe .pdf","9","in Attachment C. Invoices that do not strictly comply with the Contract will be returned for correction and resubmission. Partial payment will not be made.…","contrat cipe .pdf","3","en","","","","","","","",""
"DEV-031","DEV-031-C09","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Élaboration du schéma directeur des Systèmes d’Information 2018-2022 Diagnostic de l’existant et recueil des besoins des métiers Formalisation de l’architecture fonctionnelle et technique cible Elaboration des cahiers…","Société National de Distribution Pétrolière SNDP - Agil","Tunisie","2018","Entreprise Pub","SDSI","","Slim CHENCHAH, Consultant Infrastructure SI Imen KOUBAA, Consultante SI
- Fadhel LAHZAMI, Consultant SI
- _ Syrine DAOUD, Consultante SI Il y a lieu de signaler que les prestations ont été fournies conformément aux normes et règles de l'art et ont donné, à ce jour, pleine satisfaction. Cette attestation est délivrée à l'intéressé pour servir et valoir ce que de droit.…","Attestation SNDP 2019 SDSI.pdf","1","atteste par la présente que la société Devoteam a réalisé pour le compte de la société, le projet d'élaboration du Schéma Directeur du Système d'Information couvrant la période 2019- 2022; La prestation de Devoteam couvre :
- L’étude de l’existant
- L’élaboration d’un Benchmark international
- La feuille de route opérationnelle
- La définition de l’organisation cible de la DSI L'élaboration des Termes de Référence pour l'acquisition d'un progiciel de gestion intégrée (ERP) Le projet a été piloté par Nizar ALAYA.…","Attestation SNDP 2019 SDSI.pdf","1","fr","","","","","","","",""
"DEV-031","DEV-031-C10","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Mise en place solution pour la refonte de l’application NSIA Banque direct (Mobile Banking) Le projet ""Ma banque directe"" consiste en une série d'ateliers techniques, fonctionnels et de design pour définir, valider et…","NSIA","Côte d’Ivoire","2021","Banque","AMOA","Data platform","achevée, DEVOTEAM TECHNOLOGY CONSULTING a proposé à NSIA Banque CI, qui l’a accepté, un accompagnement complémentaire sur les trois (3) projets d’axes business structurants et d’envergure que sont :
- La Mise en place d’un Data warehouse et d’une solution BI (1),
- Lamise en place solution pour la refonte de l’application NSIA Banque direct (2) ;
- La mise en place d’une solution GED (3) Page 2/14 MY ا","avenant NSIA GED DATA Mobile  (1).pdf","2","Les Parties entendent formaliser leur accord de continuer l’accompagnement pris en charge par DEVOTEAM TECHNOLOGY CONSULTING sur un périmètre réduit du Programme BEYOND et d’autres part de modifier l’article 12 du contrat initial et d’ajouter au contrat initial quatre (4) annexes portant respectivement sur :
- Les conditions particulières liées à l’activité de la banque et à sa règlementation dans le cadre de la responsabilité sociale et environnementale
- Le Tableau détaillé des prestations,
- La fiche d'évaluation du prestataire,
- La politique qualité A cet effet, le périmètre d’accompagnement et le coût du Marché fixés dans le Contrat initial seront modifiés ainsi qu’il suit.…","avenant NSIA GED DATA Mobile  (1).pdf","3","fr","","","","","","","",""
"DEV-031","DEV-031-C11","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","IT security Assessement","Libyan Investment Authority (LIA)","Libye","","Banque","Cyber Security","","| | 550 )3( قيمة العقد وشروط الدفع أولاً: قيمة الخدمات المُقدمة. اتفق الطرفان على أن تكون التكلفة الإجمالية لتنفيذ الأعمال الواردة في هذا العقد والملحق الفني بقيمة (27,000.00 5) (سبعة وعشرون ألف دولار أمريكي) ‘Luk شروط الدفع. A يجب توافر الشروط التالية لسداد أي دفعة من الدفعات المذكورة في الفقرة (ج):
1.…","Contrat LIA investissement _ IT security Assessement _.pdf","4","يلتزم الطرف الثاني بتسمية مديراً للمشروع على أنه يحق للمؤسسة الاعتراض على شخص مدير المشروع خلال أسبوع من تاربخ إبلاغها وإلا اعتبر هذا قبولاً ضمنياً لمدير المشروع المسمى من قبل de AS AN أنه في حال وجود اعتراض تلتزم الشركة بتسمية مدير مشروع أخر ويراعى في ذلك أوجه الاعتراض والملاحظات التي أبداها مدير مشروع الطرف الأول.
- مدير المشروع المسمى من قيل الشركة مسؤوليته تمثيل الشركة طيلة مدة العقد - وتنفيذ المشروع Jon وجب أن تصدر كل الإشعارات والتعليمات والمعلومات والتقارير المتعلقة بهذا العقد من الشركة إلى المؤسسة عن طريق مدير المشروع.…","Contrat LIA investissement _ IT security Assessement _.pdf","8","ar","","","","","","","",""
"DEV-031","DEV-031-C12","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Projet : Élaboration d’un manuel de procédures • Organiser la mission • Collecter et analyser les informations sur l’organisation et les processus à couvrir • Formaliser les fiches descriptives des processus et du réf…","Attijari Bank","Tunisie","2020","Banque","AMOA","API management; Cloud; COBIT; Core banking; ERP; ITIL; Network","* Création du configuration de l'Observateur
- Mise en place d'une stratégie de sauvegarde (script RMAN)
* Mise en place d'un planificateur de tâche Diagnostique et maintenance du serveur RedHat Linux après Crash pour LA POSTE
* Diagnostique du problème. + Démarrage en mode maintenance
* Configuration du serveur Linux RedHat.…","contrat attijari bank .pdf","21","Directeur projets-Expert . Certifié Prince 2 SWIFT 16 ans d'expérience Focus sur des Expériences Significatives Amélioration de la gestion Infrastructure et Production SI » Cadrage du projet
* Etat des lieux de l'existant en termes de :
* Coordination de la production S1 et de l'infrastructure
* Organisation et documentation
- GAP Anaiysis conformément aux objectifs et contrôles énoncés par ITIL BIAT » Identification des axes d'améticration (Tunisie) » Définition et formalisation des processus IT opérationnels (demandes, incidents, changements) + Elaboration de la documentation d'architecture (exploitation, architecture, sécurité} + Définition d'un modèle organisationnel + Mise en place…","contrat attijari bank .pdf","15","fr","","","","","","","",""
"DEV-031","DEV-031-C13","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Accompagnement à la mise en place d’un SMSI et à la certification ISO 27001 1. Cadrage du projet et planification • Cadrage : Collecte d’information et revue documentaire • Diagnostic et audit technique : inventaire e…","BFI","Tunisie","","Régie Financière","PCA/PCI","","Dans ce cas, lors de la liquidation, les prestations exécutées et réceptionnées seront payées au Fournisseur. Pour le reste du contrat, Fournisseur n ‘aura droit à aucune indemnité ARTICLE 13. RESPONSABILITE La responsabilité du Fournisseur pourra être engagée en réparation de tout préjudice subi par le Client.…","Contrat BFI 2021.pdf","6","1054816M et représentée par Monsieur Tarek AKROUT, Directeur Général dûment habilité à | ‘effet des présentes, Ci-après désignée par ""le Fournisseur"" IL A ETE CONVENU CE QUI SUIT ARTICLE 1. OBJET Le présent contrat a pour objet l’accompagnement a la mise en place d’un SMSI et a la certification ISO 27001.…","Contrat BFI 2021.pdf","1","fr","","","","","","","",""
"DEV-031","DEV-031-C14","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","AMOA FMS","Libyan Investment Authority (LIA)","Libye","","Banque","AMOA","","| | 550 )3( قيمة العقد وشروط الدفع أولاً: قيمة الخدمات المُقدمة. اتفق الطرفان على أن تكون التكلفة الإجمالية لتنفيذ الأعمال الواردة في هذا العقد والملحق الفني بقيمة (27,000.00 5) (سبعة وعشرون ألف دولار أمريكي) ‘Luk شروط الدفع. A يجب توافر الشروط التالية لسداد أي دفعة من الدفعات المذكورة في الفقرة (ج):
1.…","Contrat LIA investissement _ IT security Assessement _.pdf","4","يلتزم الطرف الثاني بتسمية مديراً للمشروع على أنه يحق للمؤسسة الاعتراض على شخص مدير المشروع خلال أسبوع من تاربخ إبلاغها وإلا اعتبر هذا قبولاً ضمنياً لمدير المشروع المسمى من قبل de AS AN أنه في حال وجود اعتراض تلتزم الشركة بتسمية مدير مشروع أخر ويراعى في ذلك أوجه الاعتراض والملاحظات التي أبداها مدير مشروع الطرف الأول.
- مدير المشروع المسمى من قيل الشركة مسؤوليته تمثيل الشركة طيلة مدة العقد - وتنفيذ المشروع Jon وجب أن تصدر كل الإشعارات والتعليمات والمعلومات والتقارير المتعلقة بهذا العقد من الشركة إلى المؤسسة عن طريق مدير المشروع.…","Contrat LIA investissement _ IT security Assessement _.pdf","8","ar","","","","","","","",""
"DEV-031","DEV-031-C15","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Etude pour le projet data center and cloud for AFRICA Phase 1 : l'étude de faisabilité Mener une analyse de l'environnement africain et identifier les facteurs clés pour attirer et soutenir la mise en œuvre des centre…","Smart Africa Alliance","Rwanda","2022","Adm. Pub","Etudes","Cloud; ERP; Network","various stakeholders, possibly in form of a Memorandum of understanding (MoV), Article of Association, Protocol, etc. Assist the Smart Africa Secretariat in preparing Draft Model Letter of Intent, Non-Disclosure Agreement and any other such instruments that may be necessary Assess the environmental and social impact of the Data Centre And Cloud for Africa Project including assessing the environmental issues that need to be addressed for the successful implementation of the project. Clearly indicate measures required for environmental considerations of implementing the Data Centre And Cloud for Africa Project.…","contrat smart africa  (2).pdf","16","e. The Consulting firm keeps the right to reuse the knowledge, skills and know-how it may have acquired during the performance of the Services covered by this Contract, as well as the ownership of its ideas, concepts, models, tools, methods, software belonging to it and used for the design and implementation of the Services. f.…","contrat smart africa  (2).pdf","9","en","","","","","","","",""
"DEV-031","DEV-031-C16","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Assistance à la mise en œuvre d’un plan de continuité d’activité (PCA) (Plateforme SAP) Phase 1: Lancement de la mission • Lancer le projet • Cadrer et mener les différents travaux prévus et conduire le changement Pha…","BSIC Sénégal","Côte d’Ivoire","2022","Assurance","PCA/PCI","ERP; Network","Ci-après désignée par "" le Fournisseur"" IL A ETE CONVENU CE QUI SUIT ARTICLE 1. OBJET Le présent contrat a pour objet de définir les conditions dans lesquelles le fournisseur fournira les prestations au client dans le cadre du projet « Elaboration du plan de continuité d’activités de la banque BSIC SENEGAL » Les prestations à réaliser par le fournisseur, objet du présent contrat, couvre les quatre phases suivantes : Le tableau ci-après décrit le périmètre de la prestation du Fournisseur Phase 1 : Lancement et pilotage du projet Lancement et pilotage du projet Analyse d'impact métier Phase 2 : Cadrage du Appréciation des risques Plan de continuité Traitement des risques d'activité…","contrat de mission de soustraitance BSIC_SPECTRA .pdf","1","locaux ou dans ceux mis à sa disposition par le Client. Dans ce dernier cas, le personnel du Fournisseur s’engage à se conformer aux règlements intérieurs ainsi qu’aux horaires et consignes en vigueur dans lesdits locaux.…","contrat de mission de soustraitance BSIC_SPECTRA .pdf","2","fr","","","","","","","",""
"DEV-031","DEV-031-C17","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Elaboration d’un Schéma Directeur SI sur la période 2014-2017Diagnostic de l’existant et recueil des besoins des métiers Benchmark et analyse des gaps Formalisation de l’architecture fonctionnelle et technique cible F…","Libyan Investment Authority (LIA)","Libye","2014–2017","Banque","SDSI","Network","R.C. : Tunis [PHONE_LIKE]- MF : 1054816M - Douane . R34520 Tél: [PHONE_LIKE] Fax: [PHONE_LIKE] Mail: devoteam tunisiagideyateam com","LIA-SDSI-Attestations (2).pdf","5","R.C. : Tunis [PHONE_LIKE]— MF : 1054816M — Douane : 834520 Tél : [PHONE_LIKE] Fax: [PHONE_LIKE] Mail: [EMAIL]","LIA-SDSI-Attestations (2).pdf","6","en","","","","","","","",""
"DEV-031","DEV-031-C18","A mining operator needs geological exploration, drilling optimization and mineral-processing plant design.","en","Mining and extractive industries.","{}","Accompagnement aux Exercices PCA 2022 Phase 1:Lancement de la mission • Lancement du projet • Cadrage des différents travaux prévus et conduire le changement Phase 2: Test partiel Banque 1 • sollicitation simultanée d…","BIAT","Tunisie","2022","Banque","PCA/PCI","Network","ent prouvé du Fournisseur à l'une de ses obligations sont plafonnés aux sommes effectivement perçues et à percevoir par le Fournisseur, au titre de la réalisation de la mission. ARTICLE 8 : CONFIDENIALITE : Le fournisseur prend l'engagement pour lui-même et son personnel de ne divulguer de quelque façon que ce soit ou de mettre a la disposition d'un tiers aucune information ni document pouvant présenter, par sa nature ou son aspect, un caractère confidentiel auquel il pourrait avoir accès soit directement soit fortuitement à l'occasion de l'exécution du présent Contrat.…","BIAT_MCO.pdf","3","réglementation en vigueur ARTICLE 7 : RESPONSABILITE : Les dommages et intérêts qui seraient dus au Client du fait d'un manquement prouvé du Fournisseur à l'une de ses obligations sont plafonnés aux sommes effectivement perçues et à percevoir par le Fournisseur, au titre de la réalisation de la mission.…","BIAT_MCO.pdf","3","mixed","","","","","","","",""
